obstime,bg_mean,bg_std,bg_total,src_error,src_mean,src_net,src_std,src_total,filename
2015-03-06T20:38:56.712943,1.09440065246e-13,9.1839235869e-12,2.67033756218e-11,1.27587135301e-10,1.55239699134e-12,2.78490674965e-10,8.5151313084e-12,2.99612612498e-10,N2784-7/Q1/N2784-7.Q1.I.150306_2038.S.010521.092205N2208.0060.nh.fits.fz
2015-03-06T21:16:47.879957,-2.69528404586e-13,8.39971842082e-12,-6.57649282254e-11,1.16692613905e-10,5.35367987464e-14,6.23515822307e-11,8.79087948269e-12,1.03326019615e-11,N2784-7/Q1/N2784-7.Q1.I.150306_2116.S.010536.092205N2208.0060.nh.fits.fz
2015-03-06T21:53:19.899937,1.08608834545e-13,8.44305788478e-12,2.65005552225e-11,1.17294701729e-10,-3.41389270369e-13,-8.68496316531e-11,9.31433315893e-12,-6.58881282867e-11,N2784-7/Q1/N2784-7.Q1.I.150306_2153.S.010551.092205N2208.0060.nh.fits.fz
2015-03-06T22:31:24.632973,-6.68423812394e-13,8.57233901919e-12,-1.63095412176e-10,1.19090737272e-10,6.75423530039e-13,2.59362531452e-10,9.22095993311e-12,1.30356739292e-10,N2784-7/Q1/N2784-7.Q1.I.150306_2231.S.010566.092205N2208.0060.nh.fits.fz
2015-03-06T23:10:46.428955,-1.9127146427e-13,9.80618971441e-12,-4.66702371194e-11,1.36231942394e-10,-6.79975932331e-13,-9.43199685022e-11,9.5549653259e-12,-1.31235355916e-10,N2784-7/Q1/N2784-7.Q1.I.150306_2310.S.010581.092205N2208.0060.nh.fits.fz
2015-03-06T23:48:33.200970,3.40936155176e-13,9.76379133794e-12,8.31884214292e-11,1.35642927446e-10,3.36494856501e-13,-8.57168502844e-13,9.73397230875e-12,6.4943508904e-11,N2784-7/Q1/N2784-7.Q1.I.150306_2348.S.010596.092205N2208.0060.nh.fits.fz
2015-03-07T00:56:24.432000,2.0314795679e-10,1.89305904286e-10,4.95681007351e-08,2.62992161382e-09,8.91410589787e-09,1.68121493971e-06,2.12106954223e-08,1.72042246049e-06,N2784-7/Q1/N2784-7.Q1.I.150307_0056.C.003035.092205N2208.0060.nh.fits.fz
2015-03-07T01:36:16.324996,2.0214221963e-10,2.02703812069e-10,4.93227005904e-08,2.81605139207e-09,8.96001584039e-09,1.69026964159e-06,2.27010250597e-08,1.72928309894e-06,N2784-7/Q1/N2784-7.Q1.I.150307_0136.C.003050.092205N2208.0060.nh.fits.fz
2015-03-07T02:17:15.282011,1.87173776478e-10,1.54095944338e-10,4.56704007945e-08,2.14076911753e-09,8.90120155361e-09,1.68180736182e-06,2.19949871649e-08,1.71793192294e-06,N2784-7/Q1/N2784-7.Q1.I.150307_0217.C.003066.092205N2208.0060.nh.fits.fz
2015-03-07T02:58:12.757013,1.74112113616e-10,1.62764940415e-10,4.24833572765e-08,2.26120278057e-09,9.03874486369e-09,1.71087413037e-06,2.63669903688e-08,1.74447779955e-06,N2784-7/Q1/N2784-7.Q1.I.150307_0258.C.003081.092205N2208.0060.nh.fits.fz
